locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPPMDLJL_06854	CDS	531				hypothetical protein
BPPMDLJL_06855	CDS	3540	dnaE1_2	2.7.7.7		DNA polymerase III subunit alpha
BPPMDLJL_06856	CDS	975	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
BPPMDLJL_06857	CDS	375				hypothetical protein
BPPMDLJL_06858	CDS	447				hypothetical protein
BPPMDLJL_06859	CDS	861				hypothetical protein
BPPMDLJL_06860	CDS	1032	gbpA_3			GlcNAc-binding protein A
BPPMDLJL_06861	CDS	462				hypothetical protein
BPPMDLJL_06862	CDS	135				hypothetical protein
BPPMDLJL_06863	CDS	624	cmoM_3	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
BPPMDLJL_06864	CDS	501				hypothetical protein
BPPMDLJL_06865	CDS	930	mshD_7	2.3.1.189		Mycothiol acetyltransferase
BPPMDLJL_06866	CDS	369				hypothetical protein
BPPMDLJL_06867	CDS	765				hypothetical protein
BPPMDLJL_06868	CDS	1095				hypothetical protein
BPPMDLJL_06869	CDS	1425				hypothetical protein
BPPMDLJL_06870	CDS	3834				hypothetical protein
BPPMDLJL_06871	CDS	801	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
BPPMDLJL_06872	CDS	996				hypothetical protein
BPPMDLJL_06873	CDS	819	ppm1		COG0815	Bifunctional apolipoprotein N-acyltransferase/polyprenol monophosphomannose synthase
BPPMDLJL_06874	CDS	1083				hypothetical protein
BPPMDLJL_06875	CDS	423				hypothetical protein
BPPMDLJL_06876	CDS	1209	pstI	3.4.21.111	COG1404	Aqualysin-1
BPPMDLJL_06877	CDS	810		3.1.1.3		Lipase 1
BPPMDLJL_06878	CDS	1617	pknD_20	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_06879	CDS	1725				hypothetical protein
BPPMDLJL_06880	CDS	1950	lapB_2			Lipopolysaccharide assembly protein B
BPPMDLJL_06881	CDS	1521				hypothetical protein
BPPMDLJL_06882	CDS	555	sigK_2		COG1595	ECF RNA polymerase sigma factor SigK
BPPMDLJL_06883	CDS	816				hypothetical protein
BPPMDLJL_06884	CDS	270				hypothetical protein
BPPMDLJL_06885	CDS	1188				hypothetical protein
BPPMDLJL_06886	CDS	750	gamR			HTH-type transcriptional repressor GamR
BPPMDLJL_06887	CDS	1317	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
BPPMDLJL_06888	CDS	666				hypothetical protein
BPPMDLJL_06889	CDS	621				hypothetical protein
BPPMDLJL_06890	CDS	2232	psrA		COG0243	Polysulfide reductase chain A
BPPMDLJL_06891	CDS	1407	citN		COG2851	Citrate transporter
BPPMDLJL_06892	CDS	1251				hypothetical protein
BPPMDLJL_06893	CDS	762				hypothetical protein
BPPMDLJL_06894	CDS	657				hypothetical protein
BPPMDLJL_06895	CDS	1389	ald_2	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
BPPMDLJL_06896	CDS	1080		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
BPPMDLJL_06897	CDS	1011				hypothetical protein
BPPMDLJL_06898	CDS	756				hypothetical protein
BPPMDLJL_06899	CDS	651	tetR_3			Tetracycline repressor protein class E
BPPMDLJL_06900	CDS	1152	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BPPMDLJL_06901	CDS	291				hypothetical protein
BPPMDLJL_06902	CDS	627	kstR2_3			HTH-type transcriptional repressor KstR2
BPPMDLJL_06903	CDS	462		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
BPPMDLJL_06904	CDS	555	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
BPPMDLJL_06905	CDS	1068				hypothetical protein
BPPMDLJL_06906	CDS	522				hypothetical protein
BPPMDLJL_06907	CDS	603				hypothetical protein
BPPMDLJL_06908	CDS	2790				hypothetical protein
BPPMDLJL_06909	CDS	1362				hypothetical protein
BPPMDLJL_06910	CDS	1266				hypothetical protein
BPPMDLJL_06911	CDS	765	hcaB_8	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
BPPMDLJL_06912	CDS	1668	lcfB_8	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
BPPMDLJL_06913	CDS	594	kstR2_4			HTH-type transcriptional repressor KstR2
BPPMDLJL_06914	CDS	1224	bbsG_2	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
BPPMDLJL_06915	CDS	1026				hypothetical protein
BPPMDLJL_06916	CDS	912	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
BPPMDLJL_06917	CDS	324				hypothetical protein
BPPMDLJL_06918	CDS	435	yidH		COG2149	Inner membrane protein YidH
BPPMDLJL_06919	CDS	591	idi_2	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
BPPMDLJL_06920	CDS	894				hypothetical protein
BPPMDLJL_06921	CDS	1656		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
BPPMDLJL_06922	CDS	951				hypothetical protein
BPPMDLJL_06923	CDS	1563				hypothetical protein
BPPMDLJL_06924	CDS	774	yedY1_2		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BPPMDLJL_06925	CDS	657				hypothetical protein
BPPMDLJL_06926	CDS	1026	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
BPPMDLJL_06927	CDS	759	gno	1.1.1.-		Gluconate 5-dehydrogenase
BPPMDLJL_06928	CDS	1398	gntT		COG2610	High-affinity gluconate transporter
BPPMDLJL_06929	CDS	537		2.7.1.12	COG3265	Gluconokinase
BPPMDLJL_06930	CDS	702				hypothetical protein
BPPMDLJL_06931	CDS	423				hypothetical protein
BPPMDLJL_06932	CDS	1380	pepN_7	3.4.11.2		Aminopeptidase N
BPPMDLJL_06933	CDS	3876	dltA_4	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
BPPMDLJL_06934	tRNA	88				tRNA-Leu(gag)
BPPMDLJL_06935	CDS	1326	dapE_5	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
BPPMDLJL_06936	CDS	234	chpH			Chaplin-H
BPPMDLJL_06937	CDS	912				hypothetical protein
BPPMDLJL_06938	CDS	189				hypothetical protein
BPPMDLJL_06939	CDS	711				hypothetical protein
BPPMDLJL_06940	CDS	2301	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
BPPMDLJL_06941	CDS	984	yajO_8	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BPPMDLJL_06942	CDS	1056		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
BPPMDLJL_06943	CDS	789				hypothetical protein
BPPMDLJL_06944	CDS	996	corA_3		COG0598	Cobalt/magnesium transport protein CorA
BPPMDLJL_06945	CDS	723	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BPPMDLJL_06946	CDS	591				hypothetical protein
BPPMDLJL_06947	CDS	819				hypothetical protein
BPPMDLJL_06948	CDS	1230	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
BPPMDLJL_06949	CDS	663				hypothetical protein
BPPMDLJL_06950	CDS	1749				hypothetical protein
BPPMDLJL_06951	CDS	1005				hypothetical protein
BPPMDLJL_06952	CDS	672	lutR_2		COG2186	HTH-type transcriptional regulator LutR
BPPMDLJL_06953	CDS	1299	atzA	3.8.1.8		Atrazine chlorohydrolase
BPPMDLJL_06954	CDS	789	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
BPPMDLJL_06955	CDS	867	rfuD		COG1079	putative riboflavin import permease protein RfuD
BPPMDLJL_06956	CDS	1062				hypothetical protein
BPPMDLJL_06957	CDS	1530	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
BPPMDLJL_06958	CDS	1050	tmpC_3		COG1744	Membrane lipoprotein TmpC
BPPMDLJL_06959	CDS	1032	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
BPPMDLJL_06960	CDS	609	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
BPPMDLJL_06961	CDS	720	mtnC	3.1.3.77		Enolase-phosphatase E1
BPPMDLJL_06962	CDS	594	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
BPPMDLJL_06963	CDS	993	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
BPPMDLJL_06964	CDS	1617	glpD	1.1.5.3		Aerobic glycerol-3-phosphate dehydrogenase
BPPMDLJL_06965	CDS	1539	glpK_1	2.7.1.30	COG0554	Glycerol kinase
BPPMDLJL_06966	CDS	795	glpF_1		COG0580	putative glycerol uptake facilitator protein
BPPMDLJL_06967	CDS	765	gylR			Glycerol operon regulatory protein
BPPMDLJL_06968	CDS	3525	metH	2.1.1.13	COG0646	Methionine synthase
BPPMDLJL_06969	CDS	702	gph_8	3.1.3.18		Phosphoglycolate phosphatase
BPPMDLJL_06970	CDS	1605	ddpA_3		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
BPPMDLJL_06971	CDS	1584	ddpA_4		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
BPPMDLJL_06972	CDS	672	lnrK_4		COG2197	Transcriptional regulatory protein LnrK
BPPMDLJL_06973	CDS	795				hypothetical protein
BPPMDLJL_06974	CDS	306				hypothetical protein
BPPMDLJL_06975	CDS	1650				hypothetical protein
BPPMDLJL_06976	CDS	903	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
BPPMDLJL_06977	CDS	576				hypothetical protein
BPPMDLJL_06978	CDS	300				hypothetical protein
BPPMDLJL_06979	CDS	1767	arc		COG0464	Proteasome-associated ATPase
BPPMDLJL_06980	CDS	1512	dop	3.4.-.-		Depupylase
BPPMDLJL_06981	CDS	219	pup			Prokaryotic ubiquitin-like protein Pup
BPPMDLJL_06982	CDS	609				hypothetical protein
BPPMDLJL_06983	CDS	777	prcB_2	3.4.25.1	COG0638	Proteasome subunit beta
BPPMDLJL_06984	CDS	762	prcA	3.4.25.1	COG0638	Proteasome subunit alpha
BPPMDLJL_06985	CDS	1017	cytR_5		COG1609	HTH-type transcriptional repressor CytR
BPPMDLJL_06986	CDS	1260				hypothetical protein
BPPMDLJL_06987	CDS	1362	pafA	6.3.1.19		Pup--protein ligase
BPPMDLJL_06988	CDS	1005				hypothetical protein
BPPMDLJL_06989	CDS	375	fkbP	5.2.1.8		FK506-binding protein
BPPMDLJL_06990	CDS	978	pafB_2		COG2378	Protein PafB
BPPMDLJL_06991	CDS	1041	pafC		COG2378	Protein PafC
BPPMDLJL_06992	CDS	381				hypothetical protein
BPPMDLJL_06993	CDS	195				hypothetical protein
BPPMDLJL_06994	CDS	285	tatA			Sec-independent protein translocase protein TatA
BPPMDLJL_06995	CDS	903	tatC		COG0805	Sec-independent protein translocase protein TatC
BPPMDLJL_06996	CDS	891	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
BPPMDLJL_06997	CDS	2859	helY	3.6.4.-	COG4581	putative helicase HelY
BPPMDLJL_06998	CDS	1101	ssuD_3	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
BPPMDLJL_06999	CDS	1653	atzF	3.5.1.54		Allophanate hydrolase
BPPMDLJL_07000	CDS	3516	carB_2			Carbamoyl-phosphate synthase large chain
BPPMDLJL_07001	CDS	636				hypothetical protein
BPPMDLJL_07002	CDS	825				hypothetical protein
BPPMDLJL_07003	CDS	624				hypothetical protein
BPPMDLJL_07004	CDS	1584				hypothetical protein
BPPMDLJL_07005	CDS	408			COG2018	Serine protease inhibitor
BPPMDLJL_07006	CDS	426				hypothetical protein
BPPMDLJL_07007	CDS	621				hypothetical protein
BPPMDLJL_07008	CDS	1461				hypothetical protein
BPPMDLJL_07009	CDS	942				hypothetical protein
BPPMDLJL_07010	CDS	603				hypothetical protein
BPPMDLJL_07011	CDS	1560				hypothetical protein
BPPMDLJL_07012	CDS	648				hypothetical protein
BPPMDLJL_07013	CDS	1032	drrA_9	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
BPPMDLJL_07014	CDS	777	drrB_6			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
BPPMDLJL_07015	CDS	849			COG2375	putative protein
BPPMDLJL_07016	CDS	906		3.1.11.-	COG0258	5'-3' exonuclease
BPPMDLJL_07017	CDS	1080	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
BPPMDLJL_07018	CDS	2616				hypothetical protein
BPPMDLJL_07019	CDS	681				hypothetical protein
BPPMDLJL_07020	CDS	576				hypothetical protein
BPPMDLJL_07021	CDS	798	COQ5_11	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BPPMDLJL_07022	CDS	756	btuF			Vitamin B12-binding protein
BPPMDLJL_07023	CDS	1161				hypothetical protein
BPPMDLJL_07024	CDS	921				putative HTH-type transcriptional regulator
BPPMDLJL_07025	CDS	684		2.4.2.-	COG2071	Putative glutamine amidotransferase
BPPMDLJL_07026	CDS	756	nanR_5			HTH-type transcriptional repressor NanR
BPPMDLJL_07027	CDS	1365	ipuC_2	6.3.2.-		Glutamate--isopropylamine ligase
BPPMDLJL_07028	CDS	1380	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
BPPMDLJL_07029	CDS	792	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
BPPMDLJL_07030	CDS	1266				hypothetical protein
BPPMDLJL_07031	CDS	933				hypothetical protein
BPPMDLJL_07032	CDS	1203				hypothetical protein
BPPMDLJL_07033	CDS	1425				hypothetical protein
BPPMDLJL_07034	CDS	1221				hypothetical protein
BPPMDLJL_07035	CDS	951				hypothetical protein
BPPMDLJL_07036	CDS	804				hypothetical protein
BPPMDLJL_07037	CDS	432				hypothetical protein
BPPMDLJL_07038	CDS	726	infC			Translation initiation factor IF-3
BPPMDLJL_07039	CDS	195	rpmI		COG0291	50S ribosomal protein L35
BPPMDLJL_07040	CDS	384	rplT		COG0292	50S ribosomal protein L20
BPPMDLJL_07041	CDS	858	rlmB_2	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
BPPMDLJL_07042	CDS	1164	kinB	2.7.13.3	COG5000	Alginate biosynthesis sensor protein KinB
BPPMDLJL_07043	CDS	1128	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
BPPMDLJL_07044	CDS	2502	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
BPPMDLJL_07045	CDS	1053				hypothetical protein
BPPMDLJL_07046	CDS	1341				hypothetical protein
BPPMDLJL_07047	CDS	546				hypothetical protein
BPPMDLJL_07048	CDS	258				hypothetical protein
BPPMDLJL_07049	CDS	882	fadB2_3	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
BPPMDLJL_07050	CDS	1248				hypothetical protein
BPPMDLJL_07051	CDS	201				putative protein
BPPMDLJL_07052	CDS	978				hypothetical protein
BPPMDLJL_07053	CDS	1434	hisC_4	2.6.1.9		Histidinol-phosphate aminotransferase
BPPMDLJL_07054	CDS	441				hypothetical protein
BPPMDLJL_07055	CDS	585				hypothetical protein
BPPMDLJL_07056	CDS	471				hypothetical protein
BPPMDLJL_07057	CDS	2133		3.2.1.55		Extracellular exo-alpha-L-arabinofuranosidase
BPPMDLJL_07058	CDS	438				hypothetical protein
BPPMDLJL_07059	CDS	420			COG0789	putative HTH-type transcriptional regulator
BPPMDLJL_07060	CDS	639				hypothetical protein
BPPMDLJL_07061	CDS	1200				hypothetical protein
BPPMDLJL_07062	CDS	414				hypothetical protein
BPPMDLJL_07063	CDS	807	azoB_5	1.7.-.-		NAD(P)H azoreductase
BPPMDLJL_07064	CDS	1029	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
BPPMDLJL_07065	CDS	1152	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
BPPMDLJL_07066	CDS	915	argB	2.7.2.8	COG0548	Acetylglutamate kinase
BPPMDLJL_07067	CDS	1212	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
BPPMDLJL_07068	CDS	537	argR		COG1438	Arginine repressor
BPPMDLJL_07069	CDS	738				hypothetical protein
BPPMDLJL_07070	CDS	789				hypothetical protein
BPPMDLJL_07071	CDS	1380	hmp_5	1.14.12.17		Flavohemoprotein
BPPMDLJL_07072	CDS	498				hypothetical protein
BPPMDLJL_07073	CDS	1362	pyrK			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
BPPMDLJL_07074	CDS	753	tcrX_6		COG0745	putative transcriptional regulatory protein TcrX
BPPMDLJL_07075	CDS	1434	tcrY_4	2.7.13.3		putative sensor histidine kinase TcrY
BPPMDLJL_07076	CDS	702				hypothetical protein
BPPMDLJL_07077	CDS	588				hypothetical protein
BPPMDLJL_07078	CDS	906				hypothetical protein
BPPMDLJL_07079	CDS	1194	argG_2	6.3.4.5	COG0137	Argininosuccinate synthase
BPPMDLJL_07080	CDS	1434	argH	4.3.2.1	COG0165	Argininosuccinate lyase
BPPMDLJL_07081	CDS	972	tas		COG0667	Protein tas
BPPMDLJL_07082	CDS	579				hypothetical protein
BPPMDLJL_07083	CDS	1518	lfrA_2		COG0477	Multidrug efflux pump LfrA
BPPMDLJL_07084	CDS	672				hypothetical protein
BPPMDLJL_07085	CDS	1182	glpQ_4	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
BPPMDLJL_07086	CDS	507				hypothetical protein
BPPMDLJL_07087	CDS	498				hypothetical protein
BPPMDLJL_07088	CDS	453				hypothetical protein
BPPMDLJL_07089	CDS	360				hypothetical protein
BPPMDLJL_07090	CDS	1101	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
BPPMDLJL_07091	CDS	780	metP		COG2011	Methionine import system permease protein MetP
BPPMDLJL_07092	CDS	828			COG1464	Membrane lipoprotein TpN32
BPPMDLJL_07093	CDS	840	nlpA		COG1464	Lipoprotein 28
BPPMDLJL_07094	CDS	639				hypothetical protein
BPPMDLJL_07095	CDS	1212	cbiET_2		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
BPPMDLJL_07096	CDS	3861	cobT_2	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
BPPMDLJL_07097	CDS	1233	cysG_3	4.99.1.4		Siroheme synthase
BPPMDLJL_07098	CDS	819	rlmB_3	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
BPPMDLJL_07099	CDS	396	nudC_2	3.6.1.22		NADH pyrophosphatase
BPPMDLJL_07100	CDS	1266	pknD_21	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_07101	CDS	234				hypothetical protein
BPPMDLJL_07102	CDS	210				hypothetical protein
BPPMDLJL_07103	CDS	936				hypothetical protein
BPPMDLJL_07104	CDS	294				hypothetical protein
BPPMDLJL_07105	tRNA	75				tRNA-Val(gac)
BPPMDLJL_07106	tRNA	73				tRNA-Val(gac)
BPPMDLJL_07107	tRNA	73				tRNA-Val(gac)
BPPMDLJL_07108	tRNA	74				tRNA-Cys(gca)
BPPMDLJL_07109	tRNA	74				tRNA-Gly(gcc)
BPPMDLJL_07110	CDS	1044	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
BPPMDLJL_07111	CDS	822	dat_2	2.6.1.21		D-alanine aminotransferase
BPPMDLJL_07112	CDS	855				hypothetical protein
BPPMDLJL_07113	CDS	531				hypothetical protein
BPPMDLJL_07114	CDS	444				hypothetical protein
BPPMDLJL_07115	CDS	561				hypothetical protein
BPPMDLJL_07116	CDS	414	ssgB_6			Sporulation-specific cell division protein SsgB
BPPMDLJL_07117	CDS	435				hypothetical protein
BPPMDLJL_07118	tRNA	73				tRNA-Val(cac)
BPPMDLJL_07119	CDS	1287	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
BPPMDLJL_07120	CDS	969	lacF_4			Lactose transport system permease protein LacF
BPPMDLJL_07121	CDS	882	araQ_9		COG0395	L-arabinose transport system permease protein AraQ
BPPMDLJL_07122	CDS	642				hypothetical protein
BPPMDLJL_07123	CDS	2739				hypothetical protein
BPPMDLJL_07124	CDS	2427				hypothetical protein
BPPMDLJL_07125	CDS	459				hypothetical protein
BPPMDLJL_07126	tRNA	74				tRNA-Val(cac)
BPPMDLJL_07127	CDS	726	dinG_4	3.1.-.-		3'-5' exonuclease DinG
BPPMDLJL_07128	CDS	567				hypothetical protein
BPPMDLJL_07129	CDS	1221				hypothetical protein
BPPMDLJL_07130	CDS	1977	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
BPPMDLJL_07131	CDS	564		2.7.7.53	COG0537	AP-4-A phosphorylase
BPPMDLJL_07132	CDS	1674				hypothetical protein
BPPMDLJL_07133	CDS	2199			COG0480	Elongation factor G-like protein
BPPMDLJL_07134	CDS	771	pgsA2_1	2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
BPPMDLJL_07135	CDS	927		2.3.1.265	COG1560	Phosphatidylinositol mannoside acyltransferase
BPPMDLJL_07136	CDS	1161	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
BPPMDLJL_07137	CDS	546				hypothetical protein
BPPMDLJL_07138	CDS	915	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
BPPMDLJL_07139	CDS	606	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
BPPMDLJL_07140	CDS	753			COG0217	putative transcriptional regulatory protein
BPPMDLJL_07141	CDS	531	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
BPPMDLJL_07142	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
BPPMDLJL_07143	CDS	1071	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
BPPMDLJL_07144	CDS	585				hypothetical protein
BPPMDLJL_07145	CDS	1755	secD		COG0342	Protein translocase subunit SecD
BPPMDLJL_07146	CDS	1107	secF		COG0341	Protein translocase subunit SecF
BPPMDLJL_07147	CDS	549	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
BPPMDLJL_07148	CDS	2538	relA_2		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
BPPMDLJL_07149	CDS	1230				putative protein/MSMEI_2664
BPPMDLJL_07150	CDS	819				hypothetical protein
BPPMDLJL_07151	CDS	708		3.-.-.-		putative protein
BPPMDLJL_07152	CDS	1263	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
BPPMDLJL_07153	CDS	636				hypothetical protein
BPPMDLJL_07154	CDS	1356			COG2256	putative AAA domain-containing protein
BPPMDLJL_07155	CDS	615	rpsD			30S ribosomal protein S4
BPPMDLJL_07156	CDS	456				hypothetical protein
BPPMDLJL_07157	CDS	351				hypothetical protein
BPPMDLJL_07158	CDS	2673	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
BPPMDLJL_07159	CDS	465		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
BPPMDLJL_07160	CDS	1818	mltG_2	4.2.2.-		Endolytic murein transglycosylase
BPPMDLJL_07161	CDS	837	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
BPPMDLJL_07162	CDS	1185	aroC	4.2.3.5	COG0082	Chorismate synthase
BPPMDLJL_07163	CDS	516	aroK	2.7.1.71	COG0703	Shikimate kinase
BPPMDLJL_07164	CDS	1092	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
BPPMDLJL_07165	CDS	600				hypothetical protein
BPPMDLJL_07166	CDS	1107		3.4.-.-		putative peptidase
BPPMDLJL_07167	CDS	567	efp		COG0231	Elongation factor P
BPPMDLJL_07168	CDS	435	nusB		COG0781	Transcription antitermination protein NusB
BPPMDLJL_07169	CDS	744				hypothetical protein
BPPMDLJL_07170	CDS	525				hypothetical protein
BPPMDLJL_07171	CDS	579	pyrR		COG2065	Bifunctional protein PyrR
BPPMDLJL_07172	CDS	978	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
BPPMDLJL_07173	CDS	1287	pyrC	3.5.2.3	COG0044	Dihydroorotase
BPPMDLJL_07174	CDS	621				hypothetical protein
BPPMDLJL_07175	CDS	1143	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
BPPMDLJL_07176	CDS	3309	carB_3	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
BPPMDLJL_07177	CDS	1107	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
BPPMDLJL_07178	CDS	843	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
BPPMDLJL_07179	CDS	324				hypothetical protein
BPPMDLJL_07180	CDS	594	gmk	2.7.4.8	COG0194	Guanylate kinase
BPPMDLJL_07181	CDS	273	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
BPPMDLJL_07182	CDS	1203	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
BPPMDLJL_07183	CDS	1209	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
BPPMDLJL_07184	tRNA	77				tRNA-Gln(ctg)
BPPMDLJL_07185	CDS	2100	priA_2	3.6.4.-	COG1198	putative primosomal protein N'
BPPMDLJL_07186	CDS	543				hypothetical protein
BPPMDLJL_07187	CDS	933	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
BPPMDLJL_07188	CDS	1431		2.1.1.-	COG0144	Putative methyltransferase
BPPMDLJL_07189	CDS	2205	apeX_2		COG2409	Apo-petrobactin exporter
BPPMDLJL_07190	CDS	687	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
BPPMDLJL_07191	CDS	1020	deoR		COG2390	Deoxyribonucleoside regulator
BPPMDLJL_07192	CDS	408				hypothetical protein
BPPMDLJL_07193	CDS	378				hypothetical protein
BPPMDLJL_07194	CDS	1443	guaB1	1.-.-.-	COG0516	putative oxidoreductase
BPPMDLJL_07195	CDS	489				hypothetical protein
BPPMDLJL_07196	CDS	1479	yhdG_4		COG0531	putative amino acid permease YhdG
BPPMDLJL_07197	CDS	453	asnC_3		COG1522	Regulatory protein AsnC
BPPMDLJL_07198	CDS	162				hypothetical protein
BPPMDLJL_07199	CDS	2412				hypothetical protein
BPPMDLJL_07200	CDS	540				hypothetical protein
BPPMDLJL_07201	CDS	378				hypothetical protein
BPPMDLJL_07202	CDS	789	ramA_3	3.5.1.100		(R)-stereoselective amidase
BPPMDLJL_07203	CDS	1698	iaaM	1.13.12.3		Tryptophan 2-monooxygenase
BPPMDLJL_07204	CDS	930	fgd_9	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
BPPMDLJL_07205	CDS	675				hypothetical protein
BPPMDLJL_07206	CDS	1209				hypothetical protein
BPPMDLJL_07207	CDS	1440	rutG		COG2233	Putative pyrimidine permease RutG
BPPMDLJL_07208	CDS	1266				hypothetical protein
BPPMDLJL_07209	CDS	471				hypothetical protein
BPPMDLJL_07210	CDS	1212	ybjJ_3			Inner membrane protein YbjJ
BPPMDLJL_07211	CDS	1188	nagC_7		COG1940	N-acetylglucosamine repressor
BPPMDLJL_07212	CDS	609	ribE	2.5.1.9	COG0307	Riboflavin synthase
BPPMDLJL_07213	CDS	645	ribM			Riboflavin/roseoflavin transporter RibM
BPPMDLJL_07214	CDS	1290	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
